date,arabica_usd,robusta_usd,arabica_ma3,robusta_ma3,arabica_pct_change,robusta_pct_change,arabica_volatility,robusta_volatility,ugx_per_usd,arabica_ugx,robusta_ugx,rainfall_mm,temp_celsius,soil_moisture,rainfall_lag6,rainfall_lag9,drought_flag,health_score
2013-01-01,3.467646798,2.197785678,3.4534637426666666,2.160160163333334,2.978918423464716,3.2094419712185296,6.486482302114885,3.271631942136334,2683.7892857142856,9306.43332311385,5898.393654912707,1660.952,24.021606,0.24222925,3578.8767,5661.757,0,36.4
2013-02-01,3.295025052,2.293466186,3.3766694793333336,2.2068981073333336,-4.978065992752234,4.353495837094989,6.471211714023169,3.13644312040086,2657.549303012519,8756.691530351389,6094.99946408708,1344.9163,24.602112,0.23625687,4073.7253,4865.8594,0,33.1
2013-03-01,3.302079836,2.342629212,3.354917228666667,2.277960358666667,0.2141041081225703,2.1436124194943678,6.124558104143095,3.161734244587428,2636.8915789473685,8707.226512560308,6177.259241718909,4692.5337,23.708252,0.277713,4604.6,3576.3208,0,56.0
2013-04-01,3.302741222,2.241657616,3.299948703333333,2.292584338,0.0200293764187398,-4.310182571052135,6.097821134508238,3.3899310178588618,2578.011692639814,8514.505488079507,5779.01954494309,5740.7666,22.47409,0.34600994,5230.338,3578.8767,0,93.7
2013-05-01,3.24489391026,2.18643667765,3.283238322753333,2.256907835216667,-1.7514939213121306,-2.4633975302854494,6.074405955443316,3.068744822799899,2586.113487615457,8391.663907204646,5654.3733818877945,3109.8193,22.349213,0.3150039,4366.7886,4073.7253,0,76.6
2013-06-01,3.0480965889,2.0014752901,3.198577240386667,2.14318986125,-6.064830678677923,-8.459489791801245,5.848078810888641,3.8248368141737954,2593.0815059426486,7903.962893003462,5189.988559359508,2354.9053,22.218842,0.28051728,2988.6318,4604.6,0,57.5
2013-07-01,3.05091610617,2.09895160487,3.11463553511,2.095621190873333,0.09250091615427,4.870223242432803,3.789392276901821,4.1609832986066895,2588.900520484959,7898.518295219457,5433.976902320683,2716.7202,21.775085,0.28552675,1660.952,5230.338,0,60.3
2013-08-01,2.979634119,2.072583304,3.02621560469,2.057670066323334,-2.3364125623068888,-1.2562605449701558,3.347365857592312,4.160265071064607,2578.871508110248,7684.093534082281,5344.926030870602,4052.3997,21.393158,0.32932585,1344.9163,4366.7886,0,84.5
2013-09-01,2.91630283057,1.93514194867,2.982284351913333,2.035558952513333,-2.125471984166128,-6.631403189668861,3.0420884406683,4.473374212785307,2568.8642140883708,7491.585978895894,4971.116901119598,4540.021,21.916473,0.32769775,4692.5337,2988.6318,0,83.6
2013-10-01,2.83734594,1.84526694,2.911094296523333,1.950997397556667,-2.70743112623072,-4.644362587032436,3.0351558087399617,4.556978261866554,2534.39184378998,7190.946408346614,4676.6294823512935,4007.7017,22.125122,0.3276852,5740.7666,1660.952,0,83.6
2013-11-01,2.69003533124,1.75721861648,2.81456136727,1.84587583505,-5.191845191778066,-4.771576491800145,2.699106695524795,4.416903414623575,2523.272621430863,6787.692501999595,4433.941624832604,4014.197,22.036285,0.3260129,3109.8193,1344.9163,0,82.6
2013-12-01,2.777159814,1.937640518,2.768180361746667,1.8467086914933333,3.23878581623831,10.267470411929436,3.0067598727063958,5.593487551700299,2512.9372610108376,6978.828376382528,4869.16905612654,1801.7932,23.052673,0.2563032,2354.9053,4692.5337,0,44.1
2014-01-01,2.926192126,1.934113126,2.79779575708,1.876324086826667,5.366357069143457,-0.1820457389919205,3.3884968552654158,5.465462721892972,2499.903890765333,7315.199080914281,4835.0969288677,897.60406,24.590729,0.20381552,2716.7202,5740.7666,1,15.1
2014-02-01,3.828102168,2.11423058,3.177151369333333,1.995328074666667,30.821969411587435,9.312663855009706,9.73051470846128,6.056316118961388,2471.9617877433748,9462.92227887357,5226.297204238513,1059.7614,25.260925,0.19559881,4052.3997,3109.8193,1,10.6
2014-03-01,4.719870958,2.323008094,3.8247217506666655,2.1237839333333337,23.295323658143264,9.87486965589155,11.538220242206332,6.737261135050311,2534.215691310726,11961.171042725387,5887.003562856622,3356.0654,24.16626,0.25873166,4540.021,2354.9053,0,45.5
